GUIA,FECHA_DE_PEDIDO,FECHA_DE_EMBARQUE,DIAS_EMBARQUE,A_TIEMPO,ID_PEDIDO,FACTURA,IMPORTE_FACTURA,CLIENTE,COSIGNADO,CAJAS,N_PIEZAS,TIPO_UNIDAD,TARIFA_CAMION,TARIFA_PAQUETERIA,MANIOBRAS,REPARTOS,COSTO_TOTAL_FLETE,TIPO_FLETE,NEGOCIO,LINEA_TRANSPORTE,STATUS,MES,UBICACION,CIUDAD,ESTADO,RUTA
2518,2006-01-02,2006-01-04,2,1,65854,409549,2369,H.E.B. ,IZTAPALAPA ,11,66,TORTON ,1100,0,0,0,1100,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65855,409550,602,H.E.B. ,IZTAPALAPA ,1,4,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65856,409551,1498,H.E.B. ,IZTAPALAPA ,5,50,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65858,409552,696,H.E.B. ,IZTAPALAPA ,2,12,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65860,409553,2092,H.E.B. ,IZTAPALAPA ,7,88,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65861,409554,1002,H.E.B. ,IZTAPALAPA ,1,6,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65862,409555,445,H.E.B. ,IZTAPALAPA ,3,26,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65863,409556,858,H.E.B. ,IZTAPALAPA ,2,18,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65864,409557,728,H.E.B. ,IZTAPALAPA ,1,4,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65865,409558,1738,H.E.B. ,IZTAPALAPA ,7,38,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65866,409559,140,H.E.B. ,IZTAPALAPA ,1,12,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65867,409560,5467,H.E.B. ,IZTAPALAPA ,27,182,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65869,409561,728,H.E.B. ,IZTAPALAPA ,1,4,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65870,409562,1687,H.E.B. ,IZTAPALAPA ,5,46,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65871,409563,461,H.E.B. ,IZTAPALAPA ,2,12,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65872,409564,546,H.E.B. ,IZTAPALAPA ,3,10,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65874,409565,280,H.E.B. ,IZTAPALAPA ,2,24,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65875,409566,1002,H.E.B. ,IZTAPALAPA ,1,6,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65876,409567,590,H.E.B. ,IZTAPALAPA ,1,24,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65877,409568,1691,H.E.B. ,IZTAPALAPA ,7,52,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65878,409569,1619,H.E.B. ,IZTAPALAPA ,7,70,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65879,409570,1457,H.E.B. ,IZTAPALAPA ,2,8,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65880,409571,631,H.E.B. ,IZTAPALAPA ,3,18,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2518,2006-01-02,2006-01-04,2,1,65881,409572,1110,H.E.B. ,IZTAPALAPA ,7,68,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2519,2006-01-02,2006-01-05,3,0,65884,409592,44496,NUEVA WAL MART ,BODEGAS,133,726,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2519,2006-01-02,2006-01-05,3,0,65885,409593,15716,NUEVA WAL MART ,BODEGAS,47,134,TRAILER,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2520,2006-01-02,2006-01-05,3,0,65886,409594,39454,NUEVA WAL MART ,SUPERAMA ,197,1254,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2521,2006-01-02,2006-01-05,3,0,65890,409591,13681,NUEVA WAL MART ,CRUCE DE ANDEN,42,118,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2521,2006-01-02,2006-01-05,3,0,65889,409590,36685,NUEVA WAL MART ,CRUCE DE ANDEN,114,636,TRAILER,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2522,2006-01-02,2006-01-05,3,0,65882,409610,56020,TIENDAS CHEDRAUI ,TULTITLAN ,278,642,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,TULTITLAN ,EDO DE MEXICO,Local
2523,2006-01-02,2006-01-05,3,0,65882,409609,61089,TIENDAS CHEDRAUI ,TULTITLAN ,231,1524,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,TULTITLAN ,EDO DE MEXICO,Local
2524,2006-01-05,2006-01-06,1,1,65983,409638,28483,COSTCO ,TULTITLAN ,48,192,TORTON ,1100,0,0,0,1100,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,TULTITLAN ,EDO DE MEXICO,Local
2525,2006-01-04,2006-01-06,2,1,65958,409639,35131,CENTRAL DE ENVASES,MERCED,61,295,TORTON ,1100,0,0,0,1100,LOCAL,HOGAR,MEJIA ,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2528,2006-01-04,2006-01-06,2,1,65944,409649,33098,NUEVA WAL MART ,BODEGAS,119,586,TORTON ,1100,0,0,0,1100,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2528,2006-01-04,2006-01-06,2,1,65945,409650,17623,NUEVA WAL MART ,BODEGAS,40,136,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2529,2006-01-04,2006-01-06,2,1,65952,409647,25285,NUEVA WAL MART ,CRUCE DE ANDEN,91,486,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2529,2006-01-04,2006-01-06,2,1,65953,409648,19133,NUEVA WAL MART ,CRUCE DE ANDEN,48,152,TRAILER,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2529,2006-01-04,2006-01-06,2,1,65954,409622,17615,NUEVA WAL MART ,CRUCE DE ANDEN,8,3172,TRAILER,0,0,0,0,0,LOCAL,IRWIN,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2529,2006-01-04,2006-01-06,2,1,65947,409621,21942,NUEVA WAL MART ,CRUCE DE ANDEN,8,3824,TRAILER,0,0,0,0,0,LOCAL,IRWIN,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2529,2006-01-04,2006-01-06,2,1,65950,409614,19262,NUEVA WAL MART ,CRUCE DE ANDEN,1,1244,TRAILER,0,0,0,0,0,LOCAL,IRWIN,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2529,2006-01-04,2006-01-06,2,1,65949,409602,6797,NUEVA WAL MART ,CRUCE DE ANDEN,1,488,TRAILER,0,0,0,0,0,LOCAL,IRWIN,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2529,2006-01-04,2006-01-06,2,1,65951,409603,439,NUEVA WAL MART ,CRUCE DE ANDEN,1,30,TRAILER,0,0,0,0,0,LOCAL,IRWIN,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2529,2006-01-04,2006-01-06,2,1,65948,409601,25731,NUEVA WAL MART ,CRUCE DE ANDEN,2,1578,TRAILER,0,0,0,0,0,LOCAL,IRWIN,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2532,2006-01-06,2006-01-09,3,0,66031,409656,29998,NUEVA WAL MART ,CRUCE DE ANDEN,61,224,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2532,2006-01-06,2006-01-09,3,0,66032,409657,18640,NUEVA WAL MART ,CRUCE DE ANDEN,64,286,TRAILER,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2533,2006-01-06,2006-01-09,3,0,66024,409658,26521,NUEVA WAL MART ,BODEGAS,100,382,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2533,2006-01-06,2006-01-09,3,0,66025,409659,21407,NUEVA WAL MART ,BODEGAS,59,178,TRAILER,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2534,2006-01-06,2006-01-09,3,0,66030,409660,21855,NUEVA WAL MART ,SUPERAMA ,71,616,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2537,2006-01-04,2006-01-06,2,1,65946,409651,20893,NUEVA WAL MART ,SUPERAMA ,115,668,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2538,2006-01-09,2006-01-11,2,1,66084,409731,91240,OPERADORA OMX,TLALNEPANTLA ,224,1344,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,TLANEPANTLA,EDO DE MEXICO,Local
2539,2006-01-09,2006-01-11,2,1,66066,409732,20750,COPPEL. ,VALLEJO ,120,240,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,QUINTANAR ,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2540,2006-01-05,2006-01-11,6,0,65960,409775,6515,ORGANIZATE ,SAN JERONIMO ,10,69,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,QUINTANAR ,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,65996,409738,2332,H.E.B. ,IZTAPALAPA ,3,14,TORTON ,1100,0,0,0,1100,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,65997,409739,1166,H.E.B. ,IZTAPALAPA ,6,22,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,65998,409740,728,H.E.B. ,IZTAPALAPA ,1,4,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,65999,409741,450,H.E.B. ,IZTAPALAPA ,1,6,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66000,409742,1730,H.E.B. ,IZTAPALAPA ,2,10,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66001,409743,696,H.E.B. ,IZTAPALAPA ,2,12,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66002,409744,1148,H.E.B. ,IZTAPALAPA ,4,26,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66003,409745,728,H.E.B. ,IZTAPALAPA ,1,4,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66004,409746,728,H.E.B. ,IZTAPALAPA ,1,4,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66005,409747,581,H.E.B. ,IZTAPALAPA ,3,14,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66006,409748,1604,H.E.B. ,IZTAPALAPA ,2,10,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66007,409749,379,H.E.B. ,IZTAPALAPA ,2,10,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66008,409750,234,H.E.B. ,IZTAPALAPA ,2,12,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66009,409751,1115,H.E.B. ,IZTAPALAPA ,4,42,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66010,409752,602,H.E.B. ,IZTAPALAPA ,1,4,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66012,409753,1457,H.E.B. ,IZTAPALAPA ,2,8,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66013,409754,1301,H.E.B. ,IZTAPALAPA ,8,84,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66014,409755,728,H.E.B. ,IZTAPALAPA ,1,4,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66015,409756,728,H.E.B. ,IZTAPALAPA ,1,4,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66016,409757,700,H.E.B. ,IZTAPALAPA ,5,60,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66017,409758,1481,H.E.B. ,IZTAPALAPA ,2,10,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66018,409759,1074,H.E.B. ,IZTAPALAPA ,4,24,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66019,409760,602,H.E.B. ,IZTAPALAPA ,1,4,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66020,409761,544,H.E.B. ,IZTAPALAPA ,2,16,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66021,406762,728,H.E.B. ,IZTAPALAPA ,1,4,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2541,2006-01-06,2006-01-11,5,0,66023,409763,1166,H.E.B. ,IZTAPALAPA ,4,34,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2548,2006-01-10,2006-01-12,2,1,66137,409809,21836,NUEVA WAL MART ,CRUCE DE ANDEN ,84,386,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2548,2006-01-10,2006-01-12,2,1,66139,409810,9263,NUEVA WAL MART ,CRUCE DE ANDEN ,36,90,TRAILER,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2549,2006-01-10,2006-01-12,2,1,66140,409811,18981,NUEVA WAL MART ,BODEGAS,61,340,TORTON ,1100,0,0,0,1100,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2549,2006-01-10,2006-01-12,2,1,66141,409812,8177,NUEVA WAL MART ,BODEGAS,39,88,TORTON ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2550,2006-01-10,2006-01-12,2,1,66142,409813,26974,NUEVA WAL MART ,SUPERAMA ,92,764,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2550,2006-01-10,2006-01-12,2,1,66162,409729,7792,NUEVA WAL MART ,SUPERAMA ,9,476,CAMIONETA ,0,0,0,0,0,LOCAL,IRWIN,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2550,2006-01-10,2006-01-12,2,1,66158,409728,6551,NUEVA WAL MART ,SUPERAMA ,7,475,CAMIONETA ,0,0,0,0,0,LOCAL,IRWIN,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2550,2006-01-10,2006-01-12,2,1,66155,409777,13754,NUEVA WAL MART ,SUPERAMA ,5,2300,CAMIONETA ,0,0,0,0,0,LOCAL,IRWIN,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2550,2006-01-10,2006-01-12,2,1,66161,409774,9048,NUEVA WAL MART ,SUPERAMA ,3,1448,CAMIONETA ,0,0,0,0,0,LOCAL,IRWIN,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2551,2006-01-09,2006-01-12,3,0,66069,409815,160435,TIENDAS CHEDRAUI ,TULTITLAN ,472,2934,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2553,2006-01-13,2006-01-16,3,0,66452,409904,15378,DISTRB. DE LOZA Y PELTRE,EJIDOS DE PADIERNA,20,100,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,SANCHEZ,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2554,2006-01-10,2006-01-13,3,0,66185,409875,16615,COSTCO ,TULTITLAN ,28,112,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,TULTITLAN ,EDO DE MEXICO,Local
2555,2006-01-16,2006-01-16,0,1,66478,409900,7127,LA TIERRA DEL ORDEN ,HUIXQUILUCAN,12,60,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-01-01,Centro,HUIXQUILUCAN ,EDO DE MEXICO,Centro_Occidente
2555,2006-01-16,2006-01-16,0,1,66479,409901,7186,LA TIERRA DEL ORDEN ,HUIXQUILUCAN,11,72,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,RUIZ,ENTREGADO ,2006-01-01,Centro,HUIXQUILUCAN ,EDO DE MEXICO,Centro_Occidente
2556,2006-01-03,2006-01-16,13,0,66448,409903,12947,DISTRB. DE L. Y PELTRE,CENTREO ,40,200,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,QUINTANAR ,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2557,2006-01-13,2006-01-16,3,0,66448,409903,17808,DISTRB. DE L. Y PELTRE,CENTREO ,20,120,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,ORTIZ,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2558,2006-01-13,2006-01-16,3,0,66426,409902,24282,DISTRB. DE L. Y PELTRE,MERCED BALBUENA ,30,160,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,CORTES,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
2561,2006-01-13,2006-01-16,3,0,66461,409890,30684,NUEVA WAL MART,CRUCE DE ANDEN ,130,480,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2561,2006-01-13,2006-01-16,3,0,66462,409891,13129,NUEVA WAL MART,CRUCE DE ANDEN ,29,228,TRAILER,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2562,2006-01-13,2006-01-16,3,0,66466,409895,19879,NUEVA WAL MART ,BODEGAS,57,168,TRAILER,2000,0,0,0,2000,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2562,2006-01-13,2006-01-16,3,0,66467,409896,13167,NUEVA WAL MART ,BODEGAS,35,210,TRAILER,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2563,2006-01-13,2006-01-16,3,0,66469,409898,27304,NUEVA WAL MART ,SUPERAMA ,88,744,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2563,2006-01-13,2006-01-16,3,0,66470,409899,21722,NUEVA WAL MART ,SUPERAMA ,191,872,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,TIGRE,ENTREGADO ,2006-01-01,Centro,CUAUTITLAN,EDO DE MEXICO,Local
2564,2006-01-13,2006-01-17,4,0,66367,409920,517,COMERSA,LOPEZ PORTILLO ,2,14,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,MARZA,ENTREGADO ,2006-01-01,Centro,COACALCO ,EDO DE MEXICO,Local
2564,2006-01-13,2006-01-17,4,0,66357,409919,950,COMERSA,TULTITLAN ,4,16,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,MARZA,ENTREGADO ,2006-01-01,Centro,TULTITLAN ,EDO DE MEXICO,Local
2564,2006-01-13,2006-01-17,4,0,66304,409918,2902,COMERSA,COACALCO I,8,38,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,MARZA,ENTREGADO ,2006-01-01,Centro,COACALCO ,EDO DE MEXICO,Local
2564,2006-01-13,2006-01-17,4,0,66395,409917,4079,COMERSA,MEGA COACALCO ,15,92,CAMIONETA ,0,0,0,0,0,LOCAL,HOGAR,MARZA,ENTREGADO ,2006-01-01,Centro,COACALCO ,EDO DE MEXICO,Local
2565,2006-01-12,2006-01-17,5,0,66305,409925,21821,COMERSA,SAN JERONIMO ,85,498,CAMIONETA ,750,0,0,0,750,LOCAL,HOGAR,CORTES,ENTREGADO ,2006-01-01,Centro,MEXICO ,D.F. ,Local
